burst_id,burst_ts_anchor,minute_offset,cum_pct_return,price_close,anchor_price,in_stat_window
1,2026-02-02T18:45:00+00:00,0,0.0,74.79,74.79,True
1,2026-02-02T18:45:00+00:00,5,-0.3075,74.56,74.79,True
1,2026-02-02T18:45:00+00:00,10,-0.1471,74.68,74.79,True
1,2026-02-02T18:45:00+00:00,15,-0.2246,74.622,74.79,True
1,2026-02-02T18:45:00+00:00,20,-0.2942,74.57,74.79,True
1,2026-02-02T18:45:00+00:00,25,-0.2006,74.64,74.79,True
1,2026-02-02T18:45:00+00:00,30,-0.0669,74.74,74.79,True
1,2026-02-02T18:45:00+00:00,35,0.2674,74.99,74.79,False
1,2026-02-02T18:45:00+00:00,40,0.5883,75.23,74.79,False
1,2026-02-02T18:45:00+00:00,45,0.361,75.06,74.79,False
1,2026-02-02T18:45:00+00:00,50,0.2407,74.97,74.79,False
1,2026-02-02T18:45:00+00:00,55,0.2139,74.95,74.79,False
1,2026-02-02T18:45:00+00:00,60,0.2273,74.96,74.79,False
2,2026-02-02T18:45:00+00:00,0,0.0,74.79,74.79,True
2,2026-02-02T18:45:00+00:00,5,-0.3075,74.56,74.79,True
2,2026-02-02T18:45:00+00:00,10,-0.1471,74.68,74.79,True
2,2026-02-02T18:45:00+00:00,15,-0.2246,74.622,74.79,True
2,2026-02-02T18:45:00+00:00,20,-0.2942,74.57,74.79,True
2,2026-02-02T18:45:00+00:00,25,-0.2006,74.64,74.79,True
2,2026-02-02T18:45:00+00:00,30,-0.0669,74.74,74.79,True
2,2026-02-02T18:45:00+00:00,35,0.2674,74.99,74.79,False
2,2026-02-02T18:45:00+00:00,40,0.5883,75.23,74.79,False
2,2026-02-02T18:45:00+00:00,45,0.361,75.06,74.79,False
2,2026-02-02T18:45:00+00:00,50,0.2407,74.97,74.79,False
2,2026-02-02T18:45:00+00:00,55,0.2139,74.95,74.79,False
2,2026-02-02T18:45:00+00:00,60,0.2273,74.96,74.79,False
3,2026-02-02T18:45:00+00:00,0,0.0,74.79,74.79,True
3,2026-02-02T18:45:00+00:00,5,-0.3075,74.56,74.79,True
3,2026-02-02T18:45:00+00:00,10,-0.1471,74.68,74.79,True
3,2026-02-02T18:45:00+00:00,15,-0.2246,74.622,74.79,True
3,2026-02-02T18:45:00+00:00,20,-0.2942,74.57,74.79,True
3,2026-02-02T18:45:00+00:00,25,-0.2006,74.64,74.79,True
3,2026-02-02T18:45:00+00:00,30,-0.0669,74.74,74.79,True
3,2026-02-02T18:45:00+00:00,35,0.2674,74.99,74.79,False
3,2026-02-02T18:45:00+00:00,40,0.5883,75.23,74.79,False
3,2026-02-02T18:45:00+00:00,45,0.361,75.06,74.79,False
3,2026-02-02T18:45:00+00:00,50,0.2407,74.97,74.79,False
3,2026-02-02T18:45:00+00:00,55,0.2139,74.95,74.79,False
3,2026-02-02T18:45:00+00:00,60,0.2273,74.96,74.79,False
4,2026-02-04T15:35:00+00:00,-60,0.2748,76.62,76.41,False
4,2026-02-04T15:35:00+00:00,-55,0.3926,76.71,76.41,False
4,2026-02-04T15:35:00+00:00,-50,0.5497,76.83,76.41,False
4,2026-02-04T15:35:00+00:00,-45,0.3861,76.705,76.41,False
4,2026-02-04T15:35:00+00:00,-40,0.157,76.53,76.41,False
4,2026-02-04T15:35:00+00:00,-35,0.1309,76.51,76.41,False
4,2026-02-04T15:35:00+00:00,-30,0.3926,76.71,76.41,True
4,2026-02-04T15:35:00+00:00,-25,0.4188,76.73,76.41,True
4,2026-02-04T15:35:00+00:00,-20,0.4711,76.77,76.41,True
4,2026-02-04T15:35:00+00:00,-15,0.4747,76.7727,76.41,True
4,2026-02-04T15:35:00+00:00,-10,0.4581,76.76,76.41,True
4,2026-02-04T15:35:00+00:00,-5,0.1047,76.49,76.41,True
4,2026-02-04T15:35:00+00:00,0,0.0,76.41,76.41,True
4,2026-02-04T15:35:00+00:00,5,0.3926,76.71,76.41,True
4,2026-02-04T15:35:00+00:00,10,0.2487,76.6,76.41,True
4,2026-02-04T15:35:00+00:00,15,0.445,76.75,76.41,True
4,2026-02-04T15:35:00+00:00,20,0.2356,76.59,76.41,True
4,2026-02-04T15:35:00+00:00,25,-0.0785,76.35,76.41,True
4,2026-02-04T15:35:00+00:00,30,0.0654,76.46,76.41,True
4,2026-02-04T15:35:00+00:00,35,-0.0393,76.38,76.41,False
4,2026-02-04T15:35:00+00:00,40,-0.1963,76.26,76.41,False
4,2026-02-04T15:35:00+00:00,45,-0.0916,76.34,76.41,False
4,2026-02-04T15:35:00+00:00,50,0.0,76.41,76.41,False
4,2026-02-04T15:35:00+00:00,55,0.2225,76.58,76.41,False
4,2026-02-04T15:35:00+00:00,60,0.2748,76.62,76.41,False
5,2026-02-10T23:50:00+00:00,-60,-0.3976,77.65,77.96,False
5,2026-02-10T23:50:00+00:00,-50,0.0921,78.0318,77.96,False
5,2026-02-10T23:50:00+00:00,-45,-0.0449,77.925,77.96,False
5,2026-02-10T23:50:00+00:00,-40,-0.0513,77.92,77.96,False
5,2026-02-10T23:50:00+00:00,-35,0.0898,78.03,77.96,False
5,2026-02-10T23:50:00+00:00,-30,-0.0513,77.92,77.96,True
5,2026-02-10T23:50:00+00:00,-20,0.1154,78.05,77.96,True
5,2026-02-10T23:50:00+00:00,-15,-0.0513,77.92,77.96,True
5,2026-02-10T23:50:00+00:00,-10,0.1154,78.05,77.96,True
5,2026-02-10T23:50:00+00:00,-5,-0.0128,77.95,77.96,True
5,2026-02-10T23:50:00+00:00,0,0.0,77.96,77.96,True
5,2026-02-10T23:50:00+00:00,5,0.1154,78.05,77.96,True
6,2026-02-17T09:00:00+00:00,0,0.0,76.62,76.62,True
6,2026-02-17T09:00:00+00:00,5,-0.1566,76.5,76.62,True
6,2026-02-17T09:00:00+00:00,10,-0.0783,76.56,76.62,True
6,2026-02-17T09:00:00+00:00,15,0.0131,76.63,76.62,True
6,2026-02-17T09:00:00+00:00,20,0.1697,76.75,76.62,True
6,2026-02-17T09:00:00+00:00,25,0.2219,76.79,76.62,True
6,2026-02-17T09:00:00+00:00,30,0.0261,76.64,76.62,True
6,2026-02-17T09:00:00+00:00,35,0.0131,76.63,76.62,False
6,2026-02-17T09:00:00+00:00,40,-0.0783,76.56,76.62,False
6,2026-02-17T09:00:00+00:00,45,0.1175,76.71,76.62,False
6,2026-02-17T09:00:00+00:00,50,0.248,76.81,76.62,False
6,2026-02-17T09:00:00+00:00,55,0.2349,76.8,76.62,False
6,2026-02-17T09:00:00+00:00,60,0.509,77.01,76.62,False
7,2026-02-17T09:00:00+00:00,0,0.0,76.62,76.62,True
7,2026-02-17T09:00:00+00:00,5,-0.1566,76.5,76.62,True
7,2026-02-17T09:00:00+00:00,10,-0.0783,76.56,76.62,True
7,2026-02-17T09:00:00+00:00,15,0.0131,76.63,76.62,True
7,2026-02-17T09:00:00+00:00,20,0.1697,76.75,76.62,True
7,2026-02-17T09:00:00+00:00,25,0.2219,76.79,76.62,True
7,2026-02-17T09:00:00+00:00,30,0.0261,76.64,76.62,True
7,2026-02-17T09:00:00+00:00,35,0.0131,76.63,76.62,False
7,2026-02-17T09:00:00+00:00,40,-0.0783,76.56,76.62,False
7,2026-02-17T09:00:00+00:00,45,0.1175,76.71,76.62,False
7,2026-02-17T09:00:00+00:00,50,0.248,76.81,76.62,False
7,2026-02-17T09:00:00+00:00,55,0.2349,76.8,76.62,False
7,2026-02-17T09:00:00+00:00,60,0.509,77.01,76.62,False
8,2026-02-17T15:00:00+00:00,-60,0.0263,76.16,76.14,False
8,2026-02-17T15:00:00+00:00,-55,-0.0667,76.0892,76.14,False
8,2026-02-17T15:00:00+00:00,-50,0.2242,76.3107,76.14,False
8,2026-02-17T15:00:00+00:00,-30,0.1313,76.24,76.14,True
8,2026-02-17T15:00:00+00:00,-25,0.394,76.44,76.14,True
8,2026-02-17T15:00:00+00:00,-20,0.1576,76.26,76.14,True
8,2026-02-17T15:00:00+00:00,-15,-0.1182,76.05,76.14,True
8,2026-02-17T15:00:00+00:00,-10,-0.1707,76.01,76.14,True
8,2026-02-17T15:00:00+00:00,-5,-0.3152,75.9,76.14,True
8,2026-02-17T15:00:00+00:00,0,0.0,76.14,76.14,True
8,2026-02-17T15:00:00+00:00,5,0.0394,76.17,76.14,True
8,2026-02-17T15:00:00+00:00,10,-0.1839,76.0,76.14,True
8,2026-02-17T15:00:00+00:00,15,-0.4794,75.775,76.14,True
8,2026-02-17T15:00:00+00:00,20,-0.5188,75.745,76.14,True
8,2026-02-17T15:00:00+00:00,25,-0.9456,75.42,76.14,True
8,2026-02-17T15:00:00+00:00,30,-0.9325,75.43,76.14,True
8,2026-02-17T15:00:00+00:00,35,-1.0901,75.31,76.14,False
8,2026-02-17T15:00:00+00:00,40,-1.1164,75.29,76.14,False
8,2026-02-17T15:00:00+00:00,45,-1.077,75.32,76.14,False
8,2026-02-17T15:00:00+00:00,50,-1.1558,75.26,76.14,False
8,2026-02-17T15:00:00+00:00,55,-1.0113,75.37,76.14,False
8,2026-02-17T15:00:00+00:00,60,-0.88,75.47,76.14,False
9,2026-02-19T09:00:00+00:00,0,0.0,80.53,80.53,True
9,2026-02-19T09:00:00+00:00,5,-0.1614,80.4,80.53,True
9,2026-02-19T09:00:00+00:00,10,-0.1863,80.38,80.53,True
9,2026-02-19T09:00:00+00:00,15,-0.3725,80.23,80.53,True
9,2026-02-19T09:00:00+00:00,20,-0.534,80.1,80.53,True
9,2026-02-19T09:00:00+00:00,25,-0.6706,79.99,80.53,True
9,2026-02-19T09:00:00+00:00,30,-0.5588,80.08,80.53,True
9,2026-02-19T09:00:00+00:00,35,-0.4719,80.15,80.53,False
9,2026-02-19T09:00:00+00:00,40,-0.6581,80.0,80.53,False
9,2026-02-19T09:00:00+00:00,45,-0.6457,80.01,80.53,False
9,2026-02-19T09:00:00+00:00,50,-0.6333,80.02,80.53,False
9,2026-02-19T09:00:00+00:00,55,-0.5588,80.08,80.53,False
9,2026-02-19T09:00:00+00:00,60,-0.5961,80.05,80.53,False
10,2026-03-03T22:00:00+00:00,-60,-1.0178,90.34,91.2689,False
10,2026-03-03T22:00:00+00:00,-55,-0.5795,90.74,91.2689,False
10,2026-03-03T22:00:00+00:00,-50,-0.4042,90.9,91.2689,False
10,2026-03-03T22:00:00+00:00,-45,-0.5258,90.789,91.2689,False
10,2026-03-03T22:00:00+00:00,-40,-0.6124,90.71,91.2689,False
10,2026-03-03T22:00:00+00:00,-35,-0.4371,90.87,91.2689,False
10,2026-03-03T22:00:00+00:00,-30,-0.3987,90.905,91.2689,True
10,2026-03-03T22:00:00+00:00,-25,-0.4486,90.8595,91.2689,True
10,2026-03-03T22:00:00+00:00,-20,-0.1851,91.1,91.2689,True
10,2026-03-03T22:00:00+00:00,-15,0.0669,91.33,91.2689,True
10,2026-03-03T22:00:00+00:00,-10,-0.2546,91.0365,91.2689,True
10,2026-03-03T22:00:00+00:00,-5,-0.196,91.09,91.2689,True
10,2026-03-03T22:00:00+00:00,0,0.0,91.2689,91.2689,True
10,2026-03-03T22:00:00+00:00,5,-0.1303,91.15,91.2689,True
10,2026-03-03T22:00:00+00:00,10,0.0231,91.29,91.2689,True
10,2026-03-03T22:00:00+00:00,15,-0.3604,90.94,91.2689,True
10,2026-03-03T22:00:00+00:00,20,-0.102,91.1758,91.2689,True
10,2026-03-03T22:00:00+00:00,25,-0.1193,91.16,91.2689,True
10,2026-03-03T22:00:00+00:00,30,-0.2015,91.085,91.2689,True
10,2026-03-03T22:00:00+00:00,35,-0.2289,91.06,91.2689,False
10,2026-03-03T22:00:00+00:00,40,-0.1851,91.1,91.2689,False
10,2026-03-03T22:00:00+00:00,45,-0.129,91.1512,91.2689,False
10,2026-03-03T22:00:00+00:00,50,-0.1018,91.176,91.2689,False
10,2026-03-03T22:00:00+00:00,55,-0.0755,91.2,91.2689,False
10,2026-03-03T22:00:00+00:00,60,-0.459,90.85,91.2689,False
11,2026-03-10T08:00:00+00:00,0,0.0,104.53,104.53,True
11,2026-03-10T08:00:00+00:00,5,0.5931,105.15,104.53,True
11,2026-03-10T08:00:00+00:00,10,0.8419,105.41,104.53,True
11,2026-03-10T08:00:00+00:00,15,1.0045,105.58,104.53,True
11,2026-03-10T08:00:00+00:00,20,0.6123,105.17,104.53,True
11,2026-03-10T08:00:00+00:00,25,1.215,105.8,104.53,True
11,2026-03-10T08:00:00+00:00,30,1.9229,106.54,104.53,True
11,2026-03-10T08:00:00+00:00,35,2.3343,106.97,104.53,False
11,2026-03-10T08:00:00+00:00,40,1.9707,106.59,104.53,False
11,2026-03-10T08:00:00+00:00,45,1.6837,106.29,104.53,False
11,2026-03-10T08:00:00+00:00,50,2.3056,106.94,104.53,False
11,2026-03-10T08:00:00+00:00,55,2.6691,107.32,104.53,False
11,2026-03-10T08:00:00+00:00,60,1.9516,106.57,104.53,False
12,2026-03-23T08:00:00+00:00,0,0.0,125.48,125.48,True
12,2026-03-23T08:00:00+00:00,5,-0.271,125.14,125.48,True
12,2026-03-23T08:00:00+00:00,10,-0.4144,124.96,125.48,True
12,2026-03-23T08:00:00+00:00,15,-0.4622,124.9,125.48,True
12,2026-03-23T08:00:00+00:00,20,-0.4144,124.96,125.48,True
12,2026-03-23T08:00:00+00:00,25,-0.3028,125.1,125.48,True
12,2026-03-23T08:00:00+00:00,30,-0.9962,124.23,125.48,True
12,2026-03-23T08:00:00+00:00,35,-1.036,124.18,125.48,False
12,2026-03-23T08:00:00+00:00,40,-0.9882,124.24,125.48,False
12,2026-03-23T08:00:00+00:00,45,-1.0679,124.14,125.48,False
12,2026-03-23T08:00:00+00:00,50,-1.1476,124.04,125.48,False
12,2026-03-23T08:00:00+00:00,55,-1.3548,123.78,125.48,False
12,2026-03-23T08:00:00+00:00,60,-1.4982,123.6,125.48,False
13,2026-03-23T14:25:00+00:00,-55,1.3547,112.97,111.46,False
13,2026-03-23T14:25:00+00:00,-50,0.4172,111.925,111.46,False
13,2026-03-23T14:25:00+00:00,-45,0.1166,111.59,111.46,False
13,2026-03-23T14:25:00+00:00,-40,-0.7985,110.57,111.46,False
13,2026-03-23T14:25:00+00:00,-35,-0.4396,110.97,111.46,False
13,2026-03-23T14:25:00+00:00,-30,-0.3678,111.05,111.46,True
13,2026-03-23T14:25:00+00:00,-25,-1.1484,110.18,111.46,True
13,2026-03-23T14:25:00+00:00,-20,-0.8478,110.515,111.46,True
13,2026-03-23T14:25:00+00:00,-15,-0.5293,110.87,111.46,True
13,2026-03-23T14:25:00+00:00,-10,-0.9959,110.35,111.46,True
13,2026-03-23T14:25:00+00:00,-5,-1.2561,110.06,111.46,True
13,2026-03-23T14:25:00+00:00,0,0.0,111.46,111.46,True
13,2026-03-23T14:25:00+00:00,5,-0.0314,111.425,111.46,True
13,2026-03-23T14:25:00+00:00,10,0.2243,111.71,111.46,True
13,2026-03-23T14:25:00+00:00,15,0.7894,112.3399,111.46,True
13,2026-03-23T14:25:00+00:00,20,0.0987,111.57,111.46,True
13,2026-03-23T14:25:00+00:00,25,0.1878,111.6693,111.46,True
13,2026-03-23T14:25:00+00:00,30,-0.2063,111.23,111.46,True
13,2026-03-23T14:25:00+00:00,35,-3.0406,108.071,111.46,False
13,2026-03-23T14:25:00+00:00,40,-3.6515,107.39,111.46,False
13,2026-03-23T14:25:00+00:00,45,-4.0734,106.9198,111.46,False
13,2026-03-23T14:25:00+00:00,50,-2.9248,108.2,111.46,False
13,2026-03-23T14:25:00+00:00,55,-3.3285,107.75,111.46,False
13,2026-03-23T14:25:00+00:00,60,-2.7813,108.36,111.46,False
14,2026-03-24T19:45:00+00:00,-60,0.4249,114.62,114.135,False
14,2026-03-24T19:45:00+00:00,-55,0.1533,114.31,114.135,False
14,2026-03-24T19:45:00+00:00,-50,0.2147,114.38,114.135,False
14,2026-03-24T19:45:00+00:00,-45,-0.1577,113.955,114.135,False
14,2026-03-24T19:45:00+00:00,-40,-0.276,113.82,114.135,False
14,2026-03-24T19:45:00+00:00,-35,-0.1752,113.935,114.135,False
14,2026-03-24T19:45:00+00:00,-30,-0.0832,114.04,114.135,True
14,2026-03-24T19:45:00+00:00,-25,-0.0921,114.0299,114.135,True
14,2026-03-24T19:45:00+00:00,-20,0.0569,114.2,114.135,True
14,2026-03-24T19:45:00+00:00,-15,0.0044,114.14,114.135,True
14,2026-03-24T19:45:00+00:00,-10,0.2234,114.39,114.135,True
14,2026-03-24T19:45:00+00:00,-5,-0.0131,114.12,114.135,True
14,2026-03-24T19:45:00+00:00,0,0.0,114.135,114.135,True
14,2026-03-24T19:45:00+00:00,5,0.1314,114.285,114.135,True
14,2026-03-24T19:45:00+00:00,10,0.3505,114.535,114.135,True
14,2026-03-24T19:45:00+00:00,15,0.2497,114.42,114.135,True
14,2026-03-24T19:45:00+00:00,20,0.3024,114.4801,114.135,True
14,2026-03-24T19:45:00+00:00,25,0.3801,114.5688,114.135,True
14,2026-03-24T19:45:00+00:00,30,-0.2675,113.8297,114.135,True
14,2026-03-24T19:45:00+00:00,35,-3.9558,109.62,114.135,False
14,2026-03-24T19:45:00+00:00,40,-3.0096,110.7,114.135,False
14,2026-03-24T19:45:00+00:00,45,-2.5454,111.2298,114.135,False
14,2026-03-24T19:45:00+00:00,50,-3.7038,109.9077,114.135,False
14,2026-03-24T19:45:00+00:00,55,-2.8957,110.83,114.135,False
14,2026-03-24T19:45:00+00:00,60,-3.6141,110.0101,114.135,False
15,2026-04-07T20:10:00+00:00,-60,2.7221,141.51,137.76,False
15,2026-04-07T20:10:00+00:00,-55,0.7404,138.78,137.76,False
15,2026-04-07T20:10:00+00:00,-50,1.3428,139.6099,137.76,False
15,2026-04-07T20:10:00+00:00,-45,1.2413,139.47,137.76,False
15,2026-04-07T20:10:00+00:00,-40,1.6151,139.985,137.76,False
15,2026-04-07T20:10:00+00:00,-35,1.5171,139.8499,137.76,False
15,2026-04-07T20:10:00+00:00,-30,1.3791,139.6599,137.76,True
15,2026-04-07T20:10:00+00:00,-25,0.0653,137.85,137.76,True
15,2026-04-07T20:10:00+00:00,-20,0.2395,138.09,137.76,True
15,2026-04-07T20:10:00+00:00,-15,0.2395,138.0899,137.76,True
15,2026-04-07T20:10:00+00:00,-10,-0.6242,136.9001,137.76,True
15,2026-04-07T20:10:00+00:00,-5,-0.1813,137.5102,137.76,True
15,2026-04-07T20:10:00+00:00,0,0.0,137.76,137.76,True
15,2026-04-07T20:10:00+00:00,5,-0.2392,137.4305,137.76,True
15,2026-04-07T20:10:00+00:00,10,-0.0436,137.7,137.76,True
15,2026-04-07T20:10:00+00:00,15,-0.4864,137.09,137.76,True
15,2026-04-07T20:10:00+00:00,20,-0.7985,136.66,137.76,True
15,2026-04-07T20:10:00+00:00,25,0.0719,137.8591,137.76,True
15,2026-04-07T20:10:00+00:00,30,-0.6098,136.92,137.76,True
15,2026-04-07T20:10:00+00:00,35,-0.4646,137.12,137.76,False
15,2026-04-07T20:10:00+00:00,40,-0.4791,137.1,137.76,False
15,2026-04-07T20:10:00+00:00,45,-0.9364,136.47,137.76,False
15,2026-04-07T20:10:00+00:00,50,-1.2413,136.05,137.76,False
15,2026-04-07T20:10:00+00:00,55,-1.0961,136.25,137.76,False
15,2026-04-07T20:10:00+00:00,60,-1.1687,136.15,137.76,False
