post_id,ts,pre_sv,pre_vpinz,entry_price,exit_price,pnl,pre_car_z,initiated
115963236796090298,2026-01-26 20:16:09.346000+00:00,-19699.0,-1.8638534843782553,73.37000274658203,73.515,-2856.3008950805774,0.17336741387440407,True
115963259137242895,2026-01-26 20:21:50.243000+00:00,-639129.0,-1.7587068910582273,73.29000091552734,73.4697,-114850.89615992631,-0.03472686250531914,True
115964309300790101,2026-01-27 00:48:54.477000+00:00,0.0,-0.8290226345895214,73.5304,73.21,-0.0,1.262190529835047,True
115969943597305015,2026-01-28 00:41:46.944000+00:00,0.0,-0.0545650588028192,75.6399,75.16,-0.0,-0.0002463740681596684,True
115969963682592720,2026-01-28 00:46:53.418000+00:00,0.0,-0.0545650588028192,75.6399,75.16,-0.0,-0.0002463740681596684,True
115969971098103360,2026-01-28 00:48:46.572000+00:00,0.0,-0.0545650588028192,75.6399,75.16,-0.0,-0.0002463740681596684,True
115969989606605553,2026-01-28 00:53:28.988000+00:00,0.0,-0.0545650588028192,75.6399,75.16,-0.0,-0.0002463740681596684,True
115970009433933657,2026-01-28 00:58:31.529000+00:00,0.0,-0.0545650588028192,75.6399,75.16,-0.0,-0.0002463740681596684,True
115970033433071326,2026-01-28 01:04:37.730000+00:00,0.0,-0.0545650588028192,75.6399,75.16,-0.0,-0.0002463740681596684,True
115970244299178641,2026-01-28 01:58:15.291000+00:00,0.0,-0.0545650588028192,75.6399,75.16,-0.0,-0.0002463740681596684,True
115996876595468758,2026-02-01 18:51:11.880000+00:00,776978.0,1.7641613254475317,79.52999877929688,74.94999694824219,-3558560.662689209,0.5311664770015095,True
115996877078140560,2026-02-01 18:51:19.248000+00:00,776978.0,1.7641613254475317,79.52999877929688,74.94999694824219,-3558560.662689209,0.5311664770015095,True
115996877735403531,2026-02-01 18:51:29.276000+00:00,776978.0,1.7641613254475317,79.52999877929688,74.94999694824219,-3558560.662689209,0.5311664770015095,True
115996878303059833,2026-02-01 18:51:37.935000+00:00,776978.0,1.7641613254475317,79.52999877929688,74.94999694824219,-3558560.662689209,0.5311664770015095,True
115996878882880603,2026-02-01 18:51:46.783000+00:00,776978.0,1.7641613254475317,79.52999877929688,74.94999694824219,-3558560.662689209,0.5311664770015095,True
115996879370262562,2026-02-01 18:51:54.220000+00:00,776978.0,1.7641613254475317,79.52999877929688,74.94999694824219,-3558560.662689209,0.5311664770015095,True
115996882630849069,2026-02-01 18:52:43.974000+00:00,776978.0,1.7641613254475317,79.52999877929688,74.94999694824219,-3558560.662689209,0.5311664770015095,True
116001495092642291,2026-02-02 14:25:44.557000+00:00,776978.0,1.7641613254475317,79.52999877929688,74.94999694824219,-3558560.662689209,0.5311664770015095,True
116002095109616255,2026-02-02 16:58:20.088000+00:00,776978.0,1.7641613254475317,79.52999877929688,74.94999694824219,-3558560.662689209,0.5311664770015095,True
116013105630663812,2026-02-04 15:38:27.342000+00:00,213458.0,2.0061255366531245,76.41000366210938,76.62000274658203,44825.98457336426,-0.4084853181497463,True
116014966605970564,2026-02-04 23:31:43.574000+00:00,0.0,-0.07349730451313165,77.9,77.77,-0.0,0.25988769072565643,True
116015098439079378,2026-02-05 00:05:15.189000+00:00,0.0,-0.21446397726504207,77.96,77.79,-0.0,-0.16781476820848049,True
116015192164527501,2026-02-05 00:29:05.324000+00:00,0.0,-0.21446397726504207,77.96,77.79,-0.0,-0.16781476820848049,True
116015225028724019,2026-02-05 00:37:26.788000+00:00,0.0,-0.21446397726504207,77.96,77.79,-0.0,-0.16781476820848049,True
116015238116488956,2026-02-05 00:40:46.495000+00:00,0.0,-0.21446397726504207,77.96,77.79,-0.0,-0.16781476820848049,True
116015583395173909,2026-02-05 02:08:35.031000+00:00,0.0,-0.21446397726504207,77.96,77.79,-0.0,-0.16781476820848049,True
116015584302654813,2026-02-05 02:08:48.877000+00:00,0.0,-0.21446397726504207,77.96,77.79,-0.0,-0.16781476820848049,True
116015777789201897,2026-02-05 02:58:01.211000+00:00,0.0,-0.21446397726504207,77.96,77.79,-0.0,-0.16781476820848049,True
116015778660778784,2026-02-05 02:58:14.510000+00:00,0.0,-0.21446397726504207,77.96,77.79,-0.0,-0.16781476820848049,True
116015778888152049,2026-02-05 02:58:17.976000+00:00,0.0,-0.21446397726504207,77.96,77.79,-0.0,-0.16781476820848049,True
116015779224154496,2026-02-05 02:58:23.103000+00:00,0.0,-0.21446397726504207,77.96,77.79,-0.0,-0.16781476820848049,True
116015779507360329,2026-02-05 02:58:27.428000+00:00,0.0,-0.21446397726504207,77.96,77.79,-0.0,-0.16781476820848049,True
116015779839151571,2026-02-05 02:58:32.491000+00:00,0.0,-0.21446397726504207,77.96,77.79,-0.0,-0.16781476820848049,True
116015780759754111,2026-02-05 02:58:46.536000+00:00,0.0,-0.21446397726504207,77.96,77.79,-0.0,-0.16781476820848049,True
116015781766314291,2026-02-05 02:59:01.894000+00:00,0.0,-0.21446397726504207,77.96,77.79,-0.0,-0.16781476820848049,True
116020492708362364,2026-02-05 22:57:05.162000+00:00,0.0,-1.1542966156222372,76.37,76.13,-0.0,-0.22183607322085938,True
116049014529870682,2026-02-10 23:50:33.622000+00:00,0.0,1.1733173697120682,77.96,78.68,0.0,1.5743151443805856,False
116049016029391163,2026-02-10 23:50:56.503000+00:00,0.0,1.1733173697120682,77.96,78.68,0.0,1.5743151443805856,False
116049018753880504,2026-02-10 23:51:38.074000+00:00,0.0,1.1733173697120682,77.96,78.68,0.0,1.5743151443805856,False
116049020221132395,2026-02-10 23:52:00.464000+00:00,0.0,1.1733173697120682,77.96,78.68,0.0,1.5743151443805856,False
116049022411044647,2026-02-10 23:52:33.883000+00:00,0.0,1.1733173697120682,77.96,78.68,0.0,1.5743151443805856,False
116049024324119533,2026-02-10 23:53:03.070000+00:00,0.0,1.1733173697120682,77.96,78.68,0.0,1.5743151443805856,False
116049030986794379,2026-02-10 23:54:44.738000+00:00,0.0,1.1733173697120682,77.96,78.68,0.0,1.5743151443805856,False
116058575898389756,2026-02-12 16:22:08.528000+00:00,-596545.0,-0.1051076007442534,76.94999694824219,76.08999633789062,513029.06410217285,-1.8342276507407531,False
116083267723811706,2026-02-17 01:01:35.883000+00:00,0.0,1.092404628193713,76.2396,76.8,0.0,0.06026278826097759,True
116083269727224876,2026-02-17 01:02:06.453000+00:00,0.0,1.092404628193713,76.2396,76.8,0.0,0.06026278826097759,True
116083271828191452,2026-02-17 01:02:38.514000+00:00,0.0,1.092404628193713,76.2396,76.8,0.0,0.06026278826097759,True
116083274172061013,2026-02-17 01:03:14.276000+00:00,0.0,1.092404628193713,76.2396,76.8,0.0,0.06026278826097759,True
116083530388167523,2026-02-17 02:08:23.823000+00:00,0.0,1.092404628193713,76.2396,76.8,0.0,0.06026278826097759,True
116083530917124809,2026-02-17 02:08:31.894000+00:00,0.0,1.092404628193713,76.2396,76.8,0.0,0.06026278826097759,True
116083531557715615,2026-02-17 02:08:41.669000+00:00,0.0,1.092404628193713,76.2396,76.8,0.0,0.06026278826097759,True
116083532244475357,2026-02-17 02:08:52.151000+00:00,0.0,1.092404628193713,76.2396,76.8,0.0,0.06026278826097759,True
116083532769140354,2026-02-17 02:09:00.155000+00:00,0.0,1.092404628193713,76.2396,76.8,0.0,0.06026278826097759,True
116083533250062812,2026-02-17 02:09:07.495000+00:00,0.0,1.092404628193713,76.2396,76.8,0.0,0.06026278826097759,True
116083533873011232,2026-02-17 02:09:17+00:00,0.0,1.092404628193713,76.2396,76.8,0.0,0.06026278826097759,True
116083534327996449,2026-02-17 02:09:23.941000+00:00,0.0,1.092404628193713,76.2396,76.8,0.0,0.06026278826097759,True
116083538418810885,2026-02-17 02:10:26.364000+00:00,0.0,1.092404628193713,76.2396,76.8,0.0,0.06026278826097759,True
116083539591551122,2026-02-17 02:10:44.258000+00:00,0.0,1.092404628193713,76.2396,76.8,0.0,0.06026278826097759,True
116083540250496291,2026-02-17 02:10:54.310000+00:00,0.0,1.092404628193713,76.2396,76.8,0.0,0.06026278826097759,True
116083541144234890,2026-02-17 02:11:07.948000+00:00,0.0,1.092404628193713,76.2396,76.8,0.0,0.06026278826097759,True
116083541625057957,2026-02-17 02:11:15.287000+00:00,0.0,1.092404628193713,76.2396,76.8,0.0,0.06026278826097759,True
116083542092282954,2026-02-17 02:11:22.416000+00:00,0.0,1.092404628193713,76.2396,76.8,0.0,0.06026278826097759,True
116083542631076246,2026-02-17 02:11:30.635000+00:00,0.0,1.092404628193713,76.2396,76.8,0.0,0.06026278826097759,True
116083545552204769,2026-02-17 02:12:15.210000+00:00,0.0,1.092404628193713,76.2396,76.8,0.0,0.06026278826097759,True
116083546136249613,2026-02-17 02:12:24.123000+00:00,0.0,1.092404628193713,76.2396,76.8,0.0,0.06026278826097759,True
116083546620753530,2026-02-17 02:12:31.515000+00:00,0.0,1.092404628193713,76.2396,76.8,0.0,0.06026278826097759,True
116083547108869974,2026-02-17 02:12:38.961000+00:00,0.0,1.092404628193713,76.2396,76.8,0.0,0.06026278826097759,True
116086580181836254,2026-02-17 15:03:59.984000+00:00,-2384130.0,0.8910621203249598,76.13999938964844,75.47000122070312,1597362.734527588,-2.3129892099884573,False
116087827602935657,2026-02-17 20:21:14.120000+00:00,394988.0,-0.8944485541035206,75.7699966430664,75.6295,-55494.48805151641,-0.31612842159850635,True
116094690568794039,2026-02-19 01:26:34.705000+00:00,0.0,0.8389414349829921,79.12,80.08,0.0,-0.35955017446467746,True
116109910601946433,2026-02-21 17:57:13.940000+00:00,0.0,-0.7214952297822023,80.8983,80.61,-0.0,-0.10936945037368567,True
116109911600146683,2026-02-21 17:57:29.175000+00:00,0.0,-0.7214952297822023,80.8983,80.61,-0.0,-0.10936945037368567,True
116110654345152184,2026-02-21 21:06:22.561000+00:00,0.0,-0.7214952297822023,80.8983,80.61,-0.0,-0.10936945037368567,True
116132655097895049,2026-02-25 18:21:27.405000+00:00,185466.0,-0.7700831158689287,80.05999755859375,79.7300033569336,-61202.70460510254,0.6998544521665403,True
116132657565539301,2026-02-25 18:22:05.059000+00:00,185466.0,-0.7700831158689287,80.05999755859375,79.7300033569336,-61202.70460510254,0.6998544521665403,True
116132660072247417,2026-02-25 18:22:43.311000+00:00,185466.0,-0.7700831158689287,80.05999755859375,79.7300033569336,-61202.70460510254,0.6998544521665403,True
116132664237842476,2026-02-25 18:23:46.870000+00:00,185466.0,-0.7700831158689287,80.05999755859375,79.7300033569336,-61202.70460510254,0.6998544521665403,True
116132669184154738,2026-02-25 18:25:02.348000+00:00,148632.0,-0.7815640325680274,80.04000091552734,79.7300033569336,-46075.55712890625,0.6499283652017429,True
116132682244438861,2026-02-25 18:28:21.629000+00:00,148632.0,-0.7815640325680274,80.04000091552734,79.7300033569336,-46075.55712890625,0.6499283652017429,True
116143509398901939,2026-02-27 16:21:50.932000+00:00,-912869.0,0.39955568578645684,81.12999725341797,81.25,-109546.78726959229,-0.950927281602118,True
116143511132519794,2026-02-27 16:22:17.386000+00:00,-912869.0,0.39955568578645684,81.12999725341797,81.25,-109546.78726959229,-0.950927281602118,True
116143513047787934,2026-02-27 16:22:46.609000+00:00,-912869.0,0.39955568578645684,81.12999725341797,81.25,-109546.78726959229,-0.950927281602118,True
116143514083556003,2026-02-27 16:23:02.414000+00:00,-912869.0,0.39955568578645684,81.12999725341797,81.25,-109546.78726959229,-0.950927281602118,True
116143515008414909,2026-02-27 16:23:16.526000+00:00,-912869.0,0.39955568578645684,81.12999725341797,81.25,-109546.78726959229,-0.950927281602118,True
116143516124835450,2026-02-27 16:23:33.560000+00:00,-912869.0,0.39955568578645684,81.12999725341797,81.25,-109546.78726959229,-0.950927281602118,True
116143517028256998,2026-02-27 16:23:47.347000+00:00,-912869.0,0.39955568578645684,81.12999725341797,81.25,-109546.78726959229,-0.950927281602118,True
116143518815107485,2026-02-27 16:24:14.611000+00:00,-912869.0,0.39955568578645684,81.12999725341797,81.25,-109546.78726959229,-0.950927281602118,True
116143519912956415,2026-02-27 16:24:31.362000+00:00,-912869.0,0.39955568578645684,81.12999725341797,81.25,-109546.78726959229,-0.950927281602118,True
116143520816027944,2026-02-27 16:24:45.104000+00:00,-912869.0,0.39955568578645684,81.12999725341797,81.25,-109546.78726959229,-0.950927281602118,True
116143521787584376,2026-02-27 16:24:59.932000+00:00,-912869.0,0.39955568578645684,81.12999725341797,81.25,-109546.78726959229,-0.950927281602118,True
116143522980928891,2026-02-27 16:25:18.138000+00:00,-950559.0,0.35398396262574283,81.04000091552734,81.20500183105469,-156843.10526275635,-0.8888010829798427,True
116143525942565730,2026-02-27 16:26:03.330000+00:00,-950559.0,0.35398396262574283,81.04000091552734,81.20500183105469,-156843.10526275635,-0.8888010829798427,True
116143529511602022,2026-02-27 16:26:57.789000+00:00,-950559.0,0.35398396262574283,81.04000091552734,81.20500183105469,-156843.10526275635,-0.8888010829798427,True
116143531243446769,2026-02-27 16:27:24.215000+00:00,-950559.0,0.35398396262574283,81.04000091552734,81.20500183105469,-156843.10526275635,-0.8888010829798427,True
116143532789134529,2026-02-27 16:27:47.800000+00:00,-950559.0,0.35398396262574283,81.04000091552734,81.20500183105469,-156843.10526275635,-0.8888010829798427,True
116145686017289461,2026-02-28 01:35:23.453000+00:00,0.0,-1.473431534956707,81.97,88.3,0.0,0.10745195043675537,True
116145690898669254,2026-02-28 01:36:37.942000+00:00,0.0,-1.473431534956707,81.97,88.3,0.0,0.10745195043675537,True
116145748543672366,2026-02-28 01:51:17.531000+00:00,0.0,-1.473431534956707,81.97,88.3,0.0,0.10745195043675537,True
116166926920657651,2026-03-03 19:37:13.919000+00:00,-1400668.0,-0.09008114574018955,89.19999694824219,90.02999877929688,-1162557.004699707,-0.6500589057867143,True
116167506001380470,2026-03-03 22:04:29.988000+00:00,0.0,1.7635362966375998,91.2689,90.85,-0.0,0.6292100118309604,True
116172714486213504,2026-03-04 20:09:05.158000+00:00,957542.0,-1.7517117024180013,90.75,91.84,1043720.7800000033,0.21131660653872658,True
116173854754088612,2026-03-05 00:59:04.270000+00:00,0.0,-1.3421213233836875,92.26,92.83,0.0,-0.21015481745091258,True
116196014942465383,2026-03-08 22:54:41.907000+00:00,0.0,-1.800592456976205,109.7,123.52,0.0,0.12468185133911464,True
116202054617775180,2026-03-10 00:30:40.041000+00:00,0.0,0.9153016781792495,106.5863,107.32,0.0,0.20258456155816978,True
116206958726200848,2026-03-10 21:17:50.795000+00:00,0.0,-0.0014574732853210712,105.6944,106.82,0.0,0.082918306353599,True
116207697653886877,2026-03-11 00:25:46.006000+00:00,0.0,-1.1584026480599967,104.83,105.53,0.0,-1.0232079948320993,True
116213110990414470,2026-03-11 23:22:26.934000+00:00,0.0,-1.3182920742116344,113.77,112.44,-0.0,1.0696889715518232,True
116213139152922657,2026-03-11 23:29:36.626000+00:00,0.0,-1.3905450740532255,114.14,113.19,-0.0,0.9914949481657892,True
116213141577677778,2026-03-11 23:30:13.621000+00:00,0.0,-1.4576317745558958,115.5,112.99,-0.0,1.1318583096917347,True
116216383667242591,2026-03-12 13:14:44.021000+00:00,0.0,,114.8596,117.27999877929688,0.0,0.2192141863969172,True
116224324444349237,2026-03-13 22:54:10.624000+00:00,0.0,-0.9059686237930737,121.76,120.32,-0.0,0.3144265569416804,True
116224634088762061,2026-03-14 00:12:55.424000+00:00,0.0,-2.305260947307421,118.25,122.34,0.0,-2.320044305302558,False
116224689504709938,2026-03-14 00:27:01.007000+00:00,0.0,-2.305260947307421,118.25,122.34,0.0,-2.320044305302558,False
116224969438347868,2026-03-14 01:38:12.453000+00:00,0.0,-2.305260947307421,118.25,122.34,0.0,-2.320044305302558,False
116229058692001771,2026-03-14 18:58:09.511000+00:00,0.0,-2.305260947307421,118.25,122.34,0.0,-2.320044305302558,False
116249435067996399,2026-03-18 09:20:08.371000+00:00,0.0,,117.29,117.49,0.0,0.7092087051357016,True
116261796648776538,2026-03-20 13:43:51.091000+00:00,2733157.0,-1.2436465425524525,118.94999694824219,120.38999938964844,3935752.752746582,1.0228538200428825,True
116261847910261480,2026-03-20 13:56:53.277000+00:00,4061981.0,-1.3932976649181479,119.5999984741211,120.62000274658203,4143237.9746551514,0.9534191484069573,True
116268200625887787,2026-03-21 16:52:28.021000+00:00,0.0,0.6226274292949713,119.73,123.78,0.0,0.430858307934192,True
116278232362967212,2026-03-23 11:23:40.184000+00:00,0.0,,112.89,113.99,0.0,-3.981193789817824,False
116278963291413739,2026-03-23 14:29:33.266000+00:00,10298523.0,0.7902063194934078,111.45999908447266,108.36000061035156,-31925405.58570099,-0.35039298219896187,True
116285820638971415,2026-03-24 19:33:28.090000+00:00,-1213415.0,0.3645237576395104,114.13999938964844,111.2298,3531279.592390262,-0.26418394131215084,True
116285831257066510,2026-03-24 19:36:10.109000+00:00,-87851.0,0.4209067565334453,114.38999938964844,109.9077,393774.48368000437,0.46351258870220635,True
116285833366800856,2026-03-24 19:36:42.301000+00:00,-87851.0,0.4209067565334453,114.38999938964844,109.9077,393774.48368000437,0.46351258870220635,True
116285835312448196,2026-03-24 19:37:11.989000+00:00,-87851.0,0.4209067565334453,114.38999938964844,109.9077,393774.48368000437,0.46351258870220635,True
116285837978693829,2026-03-24 19:37:52.670000+00:00,-87851.0,0.4209067565334453,114.38999938964844,109.9077,393774.48368000437,0.46351258870220635,True
116285842940120300,2026-03-24 19:39:08.379000+00:00,-87851.0,0.4209067565334453,114.38999938964844,109.9077,393774.48368000437,0.46351258870220635,True
116285844543723984,2026-03-24 19:39:32.846000+00:00,-87851.0,0.4209067565334453,114.38999938964844,109.9077,393774.48368000437,0.46351258870220635,True
116285845418508842,2026-03-24 19:39:46.195000+00:00,-87851.0,0.4209067565334453,114.38999938964844,109.9077,393774.48368000437,0.46351258870220635,True
116285846284609248,2026-03-24 19:39:59.408000+00:00,-87851.0,0.4209067565334453,114.38999938964844,109.9077,393774.48368000437,0.46351258870220635,True
116285849550720642,2026-03-24 19:40:49.247000+00:00,-1074480.0,0.4623102868916899,114.12000274658203,110.83,3535042.151147463,-0.18095365600871002,True
116285854736419949,2026-03-24 19:42:08.373000+00:00,-1074480.0,0.4623102868916899,114.12000274658203,110.83,3535042.151147463,-0.18095365600871002,True
116285855722508349,2026-03-24 19:42:23.419000+00:00,-1074480.0,0.4623102868916899,114.12000274658203,110.83,3535042.151147463,-0.18095365600871002,True
116285866660628943,2026-03-24 19:45:10.326000+00:00,-1213137.0,0.507748394410191,114.13500213623047,110.0101,5004071.402840229,-0.27792500436763,True
116285893161347117,2026-03-24 19:51:54.694000+00:00,-201619.0,0.5493386831931092,114.28500366210938,109.672,930069.1853508307,-0.014567367260920632,True
116285900153878228,2026-03-24 19:53:41.392000+00:00,-201619.0,0.5493386831931092,114.28500366210938,109.672,930069.1853508307,-0.014567367260920632,True
116285903958791106,2026-03-24 19:54:39.449000+00:00,-201619.0,0.5493386831931092,114.28500366210938,109.672,930069.1853508307,-0.014567367260920632,True
116285906390195915,2026-03-24 19:55:16.550000+00:00,-111166.0,0.5830918457306365,114.53500366210938,110.1,493021.6171020514,0.09017893986980527,True
116285908636437489,2026-03-24 19:55:50.822000+00:00,-111166.0,0.5830918457306365,114.53500366210938,110.1,493021.6171020514,0.09017893986980527,True
116285916990204668,2026-03-24 19:57:58.291000+00:00,-111166.0,0.5830918457306365,114.53500366210938,110.1,493021.6171020514,0.09017893986980527,True
116297295543838717,2026-03-26 20:11:41.242000+00:00,-1403583.0,0.21932775004644778,115.02,116.75,-2428198.5900000054,-2.376116505901127,False
116317880658472708,2026-03-30 11:26:45.164000+00:00,0.0,,126.0,125.9,-0.0,-0.613314598028674,True
116323481956698353,2026-03-31 11:11:14.190000+00:00,0.0,,130.05,129.53,-0.0,0.1512401490664119,True
116340751005894827,2026-04-03 12:22:58.971000+00:00,0.0,-1.3603800348828579,138.829,135.84,-0.0,0.015359202457645332,True
116342393448469434,2026-04-03 19:20:40.655000+00:00,0.0,-1.3603800348828579,138.829,135.84,-0.0,0.015359202457645332,True
116365249022129961,2026-04-07 20:13:09.030000+00:00,-5656065.0,0.9955360611495497,137.76,136.15,9106264.649999917,-2.5709312285336043,False
116365249949047159,2026-04-07 20:13:23.179000+00:00,-5656065.0,0.9955360611495497,137.76,136.15,9106264.649999917,-2.5709312285336043,False
116365250563239892,2026-04-07 20:13:32.549000+00:00,-5656065.0,0.9955360611495497,137.76,136.15,9106264.649999917,-2.5709312285336043,False
116365251073099981,2026-04-07 20:13:40.329000+00:00,-5656065.0,0.9955360611495497,137.76,136.15,9106264.649999917,-2.5709312285336043,False
116365252287627343,2026-04-07 20:13:58.861000+00:00,-5656065.0,0.9955360611495497,137.76,136.15,9106264.649999917,-2.5709312285336043,False
116365252855784200,2026-04-07 20:14:07.526000+00:00,-5656065.0,0.9955360611495497,137.76,136.15,9106264.649999917,-2.5709312285336043,False
116365253757288920,2026-04-07 20:14:21.286000+00:00,-5656065.0,0.9955360611495497,137.76,136.15,9106264.649999917,-2.5709312285336043,False
116365254318832383,2026-04-07 20:14:29.855000+00:00,-5656065.0,0.9955360611495497,137.76,136.15,9106264.649999917,-2.5709312285336043,False
116365255045080935,2026-04-07 20:14:40.936000+00:00,-5656065.0,0.9955360611495497,137.76,136.15,9106264.649999917,-2.5709312285336043,False
116365255671979732,2026-04-07 20:14:50.502000+00:00,-5656065.0,0.9955360611495497,137.76,136.15,9106264.649999917,-2.5709312285336043,False
116365271173259328,2026-04-07 20:18:47.034000+00:00,-4281245.0,0.9843118355544296,137.4305,136.255,5032603.497499998,-0.9343776124909865,True
116365272431087703,2026-04-07 20:19:06.228000+00:00,-4281245.0,0.9843118355544296,137.4305,136.255,5032603.497499998,-0.9343776124909865,True
116365273811504261,2026-04-07 20:19:27.291000+00:00,-4281245.0,0.9843118355544296,137.4305,136.255,5032603.497499998,-0.9343776124909865,True
116365275300009543,2026-04-07 20:19:50.003000+00:00,-4281245.0,0.9843118355544296,137.4305,136.255,5032603.497499998,-0.9343776124909865,True
116365277089556863,2026-04-07 20:20:17.310000+00:00,-5549760.0,0.9532327106996052,137.7,136.32,7658668.799999975,-1.316223780734079,True
116365279658494851,2026-04-07 20:20:56.510000+00:00,-5549760.0,0.9532327106996052,137.7,136.32,7658668.799999975,-1.316223780734079,True
116365284827791048,2026-04-07 20:22:15.385000+00:00,-5549760.0,0.9532327106996052,137.7,136.32,7658668.799999975,-1.316223780734079,True
116365285441680816,2026-04-07 20:22:24.752000+00:00,-5549760.0,0.9532327106996052,137.7,136.32,7658668.799999975,-1.316223780734079,True
116365286020333679,2026-04-07 20:22:33.581000+00:00,-5549760.0,0.9532327106996052,137.7,136.32,7658668.799999975,-1.316223780734079,True
116365286643586938,2026-04-07 20:22:43.091000+00:00,-5549760.0,0.9532327106996052,137.7,136.32,7658668.799999975,-1.316223780734079,True
116365287253994322,2026-04-07 20:22:52.405000+00:00,-5549760.0,0.9532327106996052,137.7,136.32,7658668.799999975,-1.316223780734079,True
116365287802499897,2026-04-07 20:23:00.775000+00:00,-5549760.0,0.9532327106996052,137.7,136.32,7658668.799999975,-1.316223780734079,True
116365288444023601,2026-04-07 20:23:10.564000+00:00,-5549760.0,0.9532327106996052,137.7,136.32,7658668.799999975,-1.316223780734079,True
116365288989008607,2026-04-07 20:23:18.880000+00:00,-5549760.0,0.9532327106996052,137.7,136.32,7658668.799999975,-1.316223780734079,True
116365289686358949,2026-04-07 20:23:29.519000+00:00,-5549760.0,0.9532327106996052,137.7,136.32,7658668.799999975,-1.316223780734079,True
116365290259205790,2026-04-07 20:23:38.258000+00:00,-5549760.0,0.9532327106996052,137.7,136.32,7658668.799999975,-1.316223780734079,True
116365290884513075,2026-04-07 20:23:47.803000+00:00,-5549760.0,0.9532327106996052,137.7,136.32,7658668.799999975,-1.316223780734079,True
116365303932078350,2026-04-07 20:27:06.893000+00:00,-4915838.0,0.9528407589765613,137.09,136.65,2162968.719999989,-1.6395208445876401,False
